No,Cinsiyet,Yas,MedDur,Cocuk,Egitim,StrKay,Sigara,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss
227,2,30,4,2,3,8,2,2,3,5,2,4,3,3,3,2,2,3,3,2,3,4,4,5,1,3,2,5,2,3,4,2,2,3,5,1,2,3,3,2,4,5,5,6,5,5,4,4,3,2,3,3,3,4,3,4,4,2,3,2,3,3,2,4,3,0,1,1,0,0,0,0,0,0,0,3,4,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,4,3,4,3,2,3,3,2,3,3,4,3,3,3,3,2,1,2,3,2,3,2,3,3,21,19,29,30,25,36,27,2,52
312,1,21,2,2,3,1,1,3,2,4,2,5,1,2,4,2,2,4,2,3,4,2,2,4,2,4,5,2,4,3,3,4,3,2,4,3,4,3,4,4,4,7,5,6,5,4,4,4,3,4,3,4,3,4,3,4,4,1,4,1,4,2,4,2,1,0,0,1,0,0,0,0,0,0,0,3,1,3,4,3,5,3,2,2,3,4,4,2,4,2,1,4,4,4,4,5,3,3,3,3,2,3,2,2,3,4,4,3,3,4,3,5,3,2,4,5,25,22,39,27,27,32,38,1,62
36,2,22,1,2,3,1,1,5,2,4,2,3,3,2,3,3,1,2,3,4,3,4,2,4,4,3,4,3,4,4,4,2,3,2,3,4,3,3,2,2,4,6,5,5,3,3,4,3,3,3,3,3,3,4,3,3,3,2,2,2,2,4,2,3,3,0,1,1,0,0,0,1,1,0,0,2,4,4,3,3,3,4,3,3,3,3,2,3,2,3,2,3,4,4,4,3,3,2,4,2,1,3,3,3,3,3,3,1,2,2,4,2,2,3,3,4,23,17,32,31,23,32,23,4,54
126,2,35,4,1,6,1,1,3,1,4,2,4,1,3,2,3,2,3,2,3,5,3,2,4,1,5,4,3,4,3,3,4,3,1,4,2,5,3,3,2,4,4,6,6,4,3,3,5,4,4,4,4,3,4,3,4,4,1,3,1,4,1,4,3,3,1,1,1,0,0,0,0,0,0,0,3,2,2,4,3,2,3,3,3,4,2,2,2,2,4,4,2,2,5,4,5,2,2,3,3,2,2,2,2,3,4,4,4,2,2,3,4,3,4,2,2,25,17,41,23,24,31,35,3,49
326,1,46,6,2,4,3,2,5,1,4,1,4,1,2,4,2,2,3,2,2,4,2,1,1,1,3,4,1,3,2,2,3,3,1,3,2,3,4,1,1,4,6,6,6,4,3,3,3,3,3,3,3,3,3,3,4,4,1,4,1,4,1,4,3,3,1,1,1,1,0,1,0,1,0,0,2,2,5,4,3,3,2,4,3,3,1,4,3,2,3,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,4,4,5,3,5,28,22,31,14,26,30,36,6,69
163,2,22,1,2,5,1,1,5,1,4,1,5,1,4,4,1,1,4,1,1,5,2,1,4,1,5,4,1,4,2,2,4,3,1,5,1,5,4,1,1,6,6,6,5,6,2,3,2,4,4,1,4,5,2,1,4,4,1,4,1,4,1,4,2,1,1,1,1,0,0,0,0,1,0,1,3,2,4,4,4,2,1,5,5,4,2,4,3,2,1,1,2,4,5,5,5,1,4,4,4,4,2,2,2,1,4,4,4,3,4,3,4,5,4,5,5,29,25,43,13,29,18,39,5,69
452,2,27,4,2,5,1,2,3,2,4,2,3,2,1,3,1,1,4,1,1,5,2,1,3,1,5,4,1,3,1,2,5,5,1,4,1,5,5,2,1,5,6,6,6,6,3,2,3,4,3,3,4,4,2,2,4,4,1,3,1,3,3,3,1,1,1,1,1,1,1,0,0,1,1,1,2,3,3,4,4,3,4,1,4,3,1,4,4,3,2,3,3,3,4,4,4,4,4,4,4,4,2,3,2,2,4,4,2,4,4,4,3,2,5,4,3,22,27,44,13,29,24,35,8,60
81,2,20,1,2,3,6,1,2,4,3,2,3,2,2,4,2,2,3,1,4,2,2,4,2,1,5,3,2,4,4,5,2,4,2,1,1,2,3,4,3,3,5,2,3,3,2,4,5,3,3,2,4,3,3,1,2,4,2,4,3,2,3,1,4,4,1,1,1,1,0,0,0,0,0,0,2,4,2,2,4,3,4,2,4,4,4,4,5,2,4,4,2,5,2,4,4,3,3,3,4,1,3,3,2,3,3,2,2,1,1,4,2,2,2,2,2,18,21,28,28,16,28,22,4,53
455,2,42,6,2,6,8,1,5,2,2,2,5,3,3,4,2,4,4,4,4,4,1,1,4,1,5,5,1,4,3,1,3,3,2,2,1,3,5,1,1,1,4,1,7,1,3,3,3,4,3,3,4,3,3,3,4,4,1,4,4,4,4,3,3,4,1,1,1,1,0,0,0,0,0,1,2,3,3,3,3,2,5,1,2,3,1,1,3,1,3,2,3,5,4,4,3,2,3,1,1,1,2,3,2,3,4,1,1,2,1,4,3,1,5,3,4,23,16,38,13,14,28,28,5,50
78,2,25,4,2,4,1,1,3,2,4,2,4,1,2,4,1,1,4,2,3,5,1,1,3,1,4,4,1,4,1,1,4,4,1,4,1,4,4,1,1,6,6,6,6,5,2,3,3,4,4,3,4,4,3,2,4,4,1,4,1,4,1,4,2,2,1,1,1,0,0,0,1,0,0,0,1,2,4,3,4,2,2,2,3,3,4,2,4,3,3,3,3,4,4,4,5,3,4,4,3,2,2,2,2,2,4,4,4,3,3,5,4,4,2,3,3,24,24,40,10,29,24,38,4,58
332,2,31,4,1,5,4,2,3,1,4,1,5,2,1,4,1,1,4,2,1,4,2,3,5,1,4,3,2,5,1,2,4,4,2,5,1,4,4,2,1,6,6,7,6,7,1,1,3,5,4,3,4,3,1,2,4,4,1,4,1,3,2,4,1,2,1,1,0,0,0,0,0,1,0,0,1,4,4,2,4,4,1,3,3,3,2,4,4,3,2,2,3,5,5,5,4,4,4,4,3,4,1,2,2,3,4,4,3,4,3,5,2,5,4,4,4,26,27,42,17,32,19,37,3,66
506,2,60,7,2,4,1,1,3,2,3,4,4,2,3,3,1,3,4,2,4,4,2,1,2,1,3,3,2,3,1,1,1,4,1,3,1,3,3,1,1,3,1,2,3,2,2,2,2,4,3,1,3,4,2,2,3,4,1,4,2,3,4,2,2,1,1,1,0,0,1,0,1,1,0,0,2,2,5,4,3,4,3,4,5,5,1,3,4,3,2,1,4,3,4,2,4,2,4,2,3,1,2,3,3,2,4,3,1,3,4,4,4,3,5,4,5,20,19,29,12,11,21,31,5,72
39,2,24,1,2,3,1,2,4,2,4,2,4,4,2,3,2,2,2,3,3,3,3,1,3,1,4,4,2,3,1,1,3,3,1,3,1,3,3,1,1,4,4,3,3,4,3,3,2,3,3,3,3,2,3,2,4,3,3,3,3,3,2,3,2,2,1,1,1,0,0,0,0,1,0,1,3,3,4,3,2,2,3,4,4,4,2,1,2,1,3,3,1,1,4,4,2,3,3,3,2,2,3,3,3,4,2,2,3,3,3,3,3,3,4,3,3,22,18,32,13,18,29,29,5,48
156,2,36,4,1,4,4,2,2,2,3,2,5,2,3,3,2,2,3,3,2,3,4,2,2,2,3,4,4,3,4,4,3,3,2,3,3,3,3,3,3,4,4,5,5,5,3,3,4,3,3,4,3,3,4,3,3,3,1,3,1,3,3,3,2,1,0,1,1,0,0,0,1,0,1,0,4,4,3,2,3,2,5,1,2,2,4,2,3,2,5,5,2,2,4,4,4,2,3,3,2,3,3,3,3,3,4,4,2,3,4,2,2,1,2,1,1,22,19,30,31,23,33,32,4,35
206,1,36,1,2,6,7,2,4,3,3,2,5,1,2,4,1,1,4,1,2,3,2,1,3,1,3,2,2,3,3,2,2,2,2,2,1,3,2,1,2,4,4,4,4,4,3,2,2,4,4,2,3,3,3,2,4,4,1,4,1,4,1,4,1,1,1,1,0,1,1,0,1,1,1,0,2,1,5,5,3,3,2,3,5,5,2,4,3,3,3,3,3,3,3,4,5,3,4,4,4,3,2,2,3,3,4,4,4,4,4,4,5,4,4,3,3,24,26,25,17,20,24,40,7,68
428,2,24,2,2,3,8,1,1,2,3,4,4,3,2,3,2,2,3,1,2,4,3,2,2,1,3,2,2,3,2,2,3,3,2,3,1,2,3,4,4,4,4,5,5,5,3,3,3,4,4,2,4,4,3,2,4,4,1,3,1,4,1,4,2,1,1,1,0,0,0,0,0,1,0,1,3,3,4,4,4,4,4,2,4,4,3,3,4,2,3,3,3,3,4,2,3,3,3,3,4,3,2,2,2,2,4,4,4,3,4,3,3,2,3,3,3,17,22,28,23,23,24,38,4,58
466,1,47,5,1,6,1,2,4,2,4,2,4,3,1,4,1,1,4,1,1,4,1,1,2,1,3,4,1,3,1,3,3,3,1,3,1,3,4,1,1,5,5,5,6,3,1,2,2,5,4,2,4,4,3,2,4,4,1,4,1,3,3,3,3,1,0,1,1,0,1,1,0,0,0,0,1,2,4,4,4,4,2,4,4,4,2,4,4,4,2,2,4,4,4,4,3,4,4,4,4,4,1,2,2,2,4,4,2,2,4,5,4,4,4,4,4,23,28,32,12,24,19,34,4,73
435,2,34,1,1,4,8,1,3,2,4,3,3,3,2,4,2,2,3,2,1,4,3,1,3,1,4,4,1,3,1,3,2,4,1,5,1,4,4,1,1,3,3,4,4,4,3,3,4,3,3,3,4,3,3,2,4,4,1,3,1,3,3,3,1,1,1,1,1,0,1,0,1,1,0,0,2,1,3,3,3,2,4,2,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,2,3,4,4,2,4,4,4,5,2,3,3,3,20,23,37,14,18,29,35,6,55
259,1,54,4,1,4,1,2,3,3,4,3,4,3,2,3,2,2,3,2,2,4,2,1,3,1,3,3,1,1,1,1,2,3,1,3,1,3,3,2,1,3,3,4,4,4,3,2,3,3,3,2,3,4,3,2,4,4,1,3,2,4,2,4,1,1,1,1,1,0,1,0,1,1,1,,4,2,4,4,4,2,2,2,4,4,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,4,4,2,4,4,3,4,4,20,21,28,12,18,26,37,,60
405,1,20,1,1,3,1,2,3,2,4,2,4,2,2,4,1,1,3,1,2,5,1,1,3,1,5,4,1,5,1,2,4,4,1,2,1,4,4,1,1,3,4,3,3,6,3,2,2,4,3,3,4,3,3,2,4,4,2,4,2,3,1,3,1,1,0,1,1,1,1,1,1,1,0,0,2,3,4,4,3,4,2,4,4,3,2,4,4,3,2,2,3,4,4,4,4,3,4,4,4,3,2,3,2,3,3,3,4,4,4,4,3,4,4,4,4,23,25,40,11,19,25,36,7,67
266,1,55,4,2,6,7,2,4,3,4,3,5,2,2,4,3,4,4,1,1,5,1,1,4,1,4,5,1,4,1,1,4,5,1,2,1,4,4,1,1,5,5,5,5,4,3,2,1,4,4,1,4,5,3,1,2,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,5,5,5,5,1,3,3,3,1,5,4,5,1,1,5,5,3,3,4,3,2,1,4,4,2,2,2,1,4,4,4,4,4,5,5,5,5,5,5,23,22,41,10,24,18,38,7,83
454,1,30,4,1,4,8,2,3,3,4,2,4,2,2,4,2,2,2,3,3,3,3,1,3,1,3,5,4,4,3,4,3,3,2,3,1,3,2,3,1,3,2,2,6,4,4,3,4,3,3,3,3,3,5,4,4,4,1,4,4,2,3,2,3,2,1,1,1,1,0,1,0,0,0,0,3,4,3,2,5,4,5,1,2,2,2,3,4,3,4,4,2,2,3,4,4,3,3,3,2,2,3,3,3,3,4,1,2,2,3,3,2,1,4,2,2,22,19,32,23,17,35,28,5,47
354,2,41,3,2,5,,2,5,3,3,3,3,2,4,4,2,1,4,3,2,2,4,2,1,1,3,3,4,3,3,3,2,3,2,2,1,2,3,4,4,2,3,1,2,2,4,3,5,3,3,3,2,3,4,2,4,4,3,3,1,3,1,1,3,2,0,1,1,0,0,0,1,0,0,0,2,5,1,1,3,2,4,2,2,1,5,3,3,2,3,3,3,3,3,3,4,1,3,4,2,3,3,3,4,3,2,4,4,2,3,4,1,2,1,3,3,21,21,24,28,10,34,30,3,40
193,2,23,1,2,3,1,2,4,1,5,1,5,1,1,4,1,1,3,1,1,4,1,1,2,2,4,3,1,4,1,2,5,4,1,4,3,5,5,2,1,6,7,6,6,7,2,1,2,5,5,4,4,5,3,1,4,4,1,4,1,4,3,4,1,1,0,1,1,0,0,0,0,0,0,1,4,3,5,4,5,5,3,3,5,4,1,4,3,4,1,1,5,4,5,5,5,4,4,4,4,4,1,1,2,1,4,4,2,4,4,2,3,3,5,5,5,29,27,40,15,32,18,38,3,74
376,1,22,1,2,4,5,2,3,2,4,2,4,5,2,4,1,1,4,2,2,4,2,1,5,2,4,4,2,4,4,3,4,4,2,5,3,5,4,3,1,2,3,3,1,7,2,3,3,5,4,3,3,3,3,3,4,4,1,4,1,3,1,3,3,2,1,1,1,1,1,1,0,0,0,0,1,3,5,3,5,5,3,4,5,5,1,5,5,5,1,3,4,5,4,4,1,3,4,4,3,3,1,2,3,3,4,4,4,2,3,5,3,3,5,5,3,20,25,43,23,16,26,35,6,80
700,2,44,4,1,5,1,2,4,4,4,3,3,3,4,4,2,2,4,2,2,5,3,2,4,1,5,5,2,5,3,3,3,5,2,3,2,4,5,2,1,5,5,5,5,4,3,4,3,5,4,2,4,4,3,4,4,4,1,1,3,3,3,2,2,2,1,1,1,0,0,0,1,1,1,0,1,1,5,4,4,5,3,3,4,4,2,4,4,3,2,2,4,4,2,3,3,1,3,3,3,3,1,2,2,2,4,2,2,3,3,5,5,3,4,4,4,19,21,44,21,24,26,28,6,73
519,2,21,2,2,5,1,2,4,2,4,2,4,3,2,4,2,4,3,1,1,4,1,1,5,1,5,4,3,4,3,3,5,4,1,5,2,4,2,3,3,5,5,6,6,5,2,2,4,5,4,2,4,4,3,2,4,4,1,4,2,3,1,3,3,2,0,1,0,0,0,0,0,0,0,1,3,4,4,4,4,3,4,3,3,3,4,4,2,3,2,2,3,4,4,4,3,3,3,1,4,4,1,2,2,2,4,3,4,2,3,3,2,2,2,4,4,23,22,42,21,27,22,34,2,57
131,2,23,1,2,4,1,2,2,3,5,3,3,3,2,4,3,2,4,2,3,3,4,1,3,1,5,5,3,5,2,4,2,2,1,5,1,4,5,1,1,4,6,6,6,5,3,4,3,4,3,3,3,3,4,3,4,4,1,4,1,3,4,3,4,1,0,0,1,1,0,0,0,0,0,0,1,1,1,2,3,4,1,1,5,5,5,5,4,4,4,1,5,4,3,3,3,3,2,3,3,2,2,3,3,3,4,4,1,1,4,5,5,5,1,2,5,19,21,39,19,27,31,32,2,66
201,1,66,4,2,4,6,2,1,1,5,1,4,2,1,4,1,1,4,1,2,4,1,1,4,1,5,5,1,5,1,1,3,4,1,3,1,4,5,1,1,7,7,7,7,7,3,1,3,4,4,2,5,5,2,2,4,4,1,4,1,4,1,4,1,1,0,1,1,0,0,0,1,0,0,0,1,2,5,5,4,4,1,5,5,5,1,4,5,4,1,1,4,4,5,5,4,4,4,4,4,3,2,2,1,1,4,4,4,4,4,5,4,5,5,5,5,24,27,42,10,35,19,40,3,83
534,1,39,4,1,4,8,2,1,1,4,2,3,3,1,1,2,1,4,2,2,5,2,1,4,1,4,5,1,4,3,3,5,5,1,4,1,4,5,1,2,5,6,5,6,2,3,2,3,4,3,1,4,4,3,2,4,4,1,4,4,4,1,3,1,1,1,1,1,0,0,0,1,0,0,0,1,1,2,4,4,5,3,3,4,5,2,4,4,5,1,1,5,5,5,4,3,4,3,4,3,3,2,3,2,2,4,1,4,4,4,5,5,3,4,5,5,20,22,45,16,24,23,36,4,77
510,2,50,6,2,5,4,2,2,3,3,3,3,4,2,3,3,2,4,1,1,4,3,1,2,1,3,4,1,5,2,2,1,1,1,2,1,1,3,1,1,3,1,5,5,3,3,3,3,4,4,2,4,4,4,3,4,4,1,4,1,4,1,4,1,1,1,1,0,0,1,0,0,0,1,1,2,4,4,4,4,4,3,4,4,4,2,3,5,4,2,2,4,4,3,3,2,3,2,3,4,4,2,2,2,2,4,4,4,4,4,4,2,3,4,4,4,16,23,26,14,17,26,40,5,69
457,1,51,5,1,6,6,1,3,1,3,3,4,2,3,3,3,2,2,2,3,1,4,4,5,1,4,3,4,3,3,4,1,4,3,2,1,1,3,3,2,3,3,6,6,1,3,3,4,3,3,5,3,2,3,4,4,4,1,4,1,3,2,3,3,1,1,1,0,0,0,0,1,0,0,0,4,3,2,4,3,3,3,4,4,3,2,3,2,2,3,3,3,4,5,3,4,2,2,3,3,2,3,3,3,4,4,4,3,2,4,2,3,3,4,3,3,22,17,27,29,19,35,35,3,55
411,2,49,2,1,6,6,2,3,2,4,2,4,2,2,3,2,3,3,1,1,5,2,2,2,1,4,5,2,5,1,1,4,5,2,3,1,4,5,1,1,7,7,7,7,3,3,3,3,4,4,2,3,4,3,3,4,4,1,4,1,4,1,4,1,1,1,1,1,0,0,0,1,1,0,0,3,2,4,2,3,4,4,3,2,2,2,3,3,2,3,3,3,4,4,4,4,3,3,2,4,4,2,2,3,2,4,4,4,4,4,3,4,2,4,3,3,23,22,42,14,31,26,40,5,54
104,2,51,2,2,3,1,2,3,1,3,1,3,1,1,4,1,2,3,1,1,4,2,1,2,1,4,3,1,3,1,1,2,4,1,2,1,4,4,1,1,3,4,4,5,3,2,2,3,4,3,4,4,3,3,2,4,4,1,3,1,3,1,4,2,1,1,0,1,1,1,0,1,1,1,1,2,1,5,4,5,4,2,3,4,4,3,4,4,3,1,1,4,4,5,5,5,4,4,3,4,4,2,3,2,3,4,4,4,3,4,4,5,4,3,5,5,24,26,32,11,19,26,37,8,74
115,2,38,4,1,6,4,2,3,1,4,2,5,1,1,4,1,1,4,1,1,4,2,1,4,1,2,4,1,4,1,2,3,3,1,3,1,3,3,1,1,5,7,5,6,5,3,2,2,4,4,2,4,5,2,1,3,4,1,4,1,3,3,2,3,3,0,1,1,0,0,0,0,0,0,1,2,3,2,4,3,4,1,3,5,4,1,3,4,3,2,1,4,4,5,4,5,4,4,4,4,4,2,2,2,1,4,4,2,2,2,4,3,5,5,4,5,26,28,33,12,28,19,30,3,69
129,1,50,7,2,5,1,2,2,3,2,3,3,4,2,3,3,2,2,3,3,4,3,2,2,1,3,3,1,3,2,3,1,3,2,2,1,2,3,3,2,2,1,4,3,2,3,3,4,3,3,4,3,3,3,4,4,4,1,3,1,3,3,3,2,2,1,1,0,0,1,0,0,0,0,0,2,4,3,3,3,3,4,2,3,3,2,2,3,3,2,2,3,3,3,3,2,3,2,3,2,2,3,3,3,3,4,4,2,3,3,4,2,2,4,4,4,15,17,26,20,12,33,33,3,54
153,1,49,4,1,5,1,2,3,1,4,1,5,1,1,3,1,1,4,1,1,5,3,1,3,1,4,5,1,4,1,1,4,5,1,3,1,4,5,1,1,4,4,4,6,5,3,2,2,5,4,3,4,3,3,3,4,4,1,4,2,4,3,3,1,1,1,1,1,0,0,1,0,1,0,1,2,1,5,5,5,3,1,4,5,5,1,3,4,3,1,1,4,5,5,5,5,4,4,4,4,4,1,2,2,3,4,3,2,4,4,4,5,5,5,5,5,27,27,42,12,23,24,36,6,80
318,2,25,3,2,6,8,1,3,3,4,2,5,1,2,4,1,1,4,2,3,4,5,2,3,4,4,3,4,3,1,3,2,4,1,3,4,3,4,4,1,5,4,4,3,2,5,3,4,4,4,4,4,4,3,2,3,3,2,1,1,3,3,3,2,1,1,0,1,1,0,0,0,1,0,1,2,2,2,4,5,3,2,2,4,4,2,4,3,2,2,3,3,3,3,4,5,3,4,4,3,2,2,2,2,2,3,4,2,3,4,4,4,4,4,4,3,24,24,33,29,18,29,29,5,62
93,1,47,4,1,5,1,2,3,3,2,3,2,3,2,3,2,2,3,2,4,3,3,2,4,1,4,3,3,4,2,2,3,3,3,2,1,2,2,3,2,3,3,5,5,4,3,2,3,4,4,2,3,5,2,3,4,4,1,4,1,3,1,3,2,2,1,1,1,0,1,1,0,1,1,0,2,3,3,2,2,3,3,2,4,4,3,2,3,2,3,3,3,4,3,3,3,3,3,3,3,1,2,2,3,1,4,4,4,3,3,4,3,3,3,3,3,16,19,30,22,20,23,36,7,53
185,2,36,4,1,5,1,2,3,3,5,3,4,2,2,4,2,2,4,2,2,4,3,3,4,1,5,2,3,4,1,3,3,4,2,3,2,4,4,4,4,6,6,6,6,6,3,3,5,4,4,4,3,3,4,4,4,4,1,4,1,3,3,3,1,1,1,1,1,0,1,0,1,1,1,0,4,4,2,2,3,2,3,1,3,2,3,3,3,3,4,4,2,2,3,3,4,3,3,3,3,3,2,2,3,3,4,4,2,4,4,2,2,3,3,2,2,22,23,37,26,30,33,36,7,42
365,2,52,4,1,1,6,2,5,4,4,2,4,5,3,1,3,4,1,4,4,3,4,2,3,1,3,2,5,3,1,3,1,3,1,2,1,3,1,2,2,1,3,1,3,1,2,3,4,3,1,3,2,2,3,2,4,4,3,4,4,4,1,3,1,1,1,1,0,0,1,0,1,0,0,0,4,4,4,5,2,4,5,1,3,5,3,3,4,2,3,3,4,4,2,4,1,2,2,1,1,1,3,5,4,4,2,1,4,4,4,2,2,1,3,3,3,20,9,24,22,9,33,34,4,55
378,1,25,1,2,5,1,2,4,3,4,4,4,2,2,4,2,4,3,3,3,3,3,1,3,2,3,2,1,2,1,3,3,2,1,4,2,3,2,2,1,4,4,3,3,3,3,3,3,2,3,3,3,3,2,4,4,3,2,3,1,3,4,3,4,3,0,1,1,1,0,0,0,0,0,0,2,2,3,3,2,3,3,3,4,4,3,3,3,2,2,2,2,3,3,2,4,3,3,1,2,2,4,3,3,3,3,4,1,1,2,4,4,3,3,4,4,21,18,27,17,17,31,27,3,57
500,1,22,1,2,4,8,1,1,3,3,3,3,4,2,4,1,1,4,3,1,5,3,2,1,1,4,5,1,1,3,3,4,2,1,2,1,3,2,3,3,2,2,2,3,1,3,3,4,4,3,4,3,2,5,3,4,4,2,4,2,2,4,2,4,4,0,1,1,0,0,1,0,0,0,0,5,5,3,2,3,2,3,3,3,3,2,1,3,2,4,3,2,4,3,3,2,3,4,4,2,4,2,3,3,4,3,3,1,1,1,1,1,3,4,2,3,15,25,29,21,10,34,25,3,45
282,2,51,4,2,5,5,2,5,1,5,1,5,1,1,4,2,1,4,4,2,5,3,1,5,1,5,5,1,5,1,1,2,3,1,1,1,3,4,1,1,6,6,6,7,7,1,1,2,5,4,3,4,4,1,3,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,0,1,1,2,5,5,5,5,3,3,4,4,2,4,4,5,2,2,4,4,5,5,5,4,3,4,1,3,1,2,2,2,4,4,4,4,4,5,4,3,4,4,4,30,23,38,12,32,18,40,9,76
451,1,42,4,1,5,8,2,4,3,2,3,3,2,3,3,3,2,3,3,2,4,2,1,2,2,3,2,1,3,1,1,4,3,1,4,2,3,3,2,2,3,2,4,3,3,3,3,3,4,3,4,3,3,3,3,4,4,3,3,1,3,3,2,4,3,1,1,0,0,1,0,0,1,0,0,4,2,2,3,3,4,5,3,4,2,3,3,2,2,4,2,3,3,3,3,4,2,2,3,2,3,2,3,3,3,2,4,2,1,2,2,4,1,3,2,4,19,18,31,15,15,30,27,4,50
95,2,41,2,2,5,1,1,3,2,3,1,4,1,2,3,2,1,4,1,1,5,2,1,3,2,4,4,1,3,2,2,4,4,1,4,2,5,4,2,1,6,6,6,6,7,3,2,3,5,4,2,4,5,2,1,3,3,1,4,1,4,1,4,1,1,1,1,1,0,0,0,1,1,1,0,3,2,4,4,5,5,1,3,3,3,2,4,3,4,2,2,4,4,4,5,5,3,3,4,4,4,1,2,2,1,4,4,4,4,4,3,4,5,4,4,4,24,25,40,16,31,19,38,6,70
302,1,43,4,1,4,1,2,4,3,4,4,5,3,3,3,3,4,4,3,3,5,2,1,3,1,3,3,1,3,2,3,3,3,1,2,1,4,2,1,1,5,5,2,2,1,3,3,2,3,3,3,4,2,4,2,3,3,2,3,2,3,2,3,2,1,1,0,1,1,0,0,0,0,0,1,1,4,3,4,4,2,4,4,4,4,2,3,1,2,3,3,4,4,3,2,3,2,2,1,2,2,3,3,2,4,3,3,3,3,4,5,2,2,4,3,3,21,16,31,14,15,29,31,4,58
113,2,35,5,1,2,7,2,3,2,4,1,4,2,2,4,2,2,3,3,3,4,5,2,4,1,4,4,4,4,2,3,3,3,1,3,4,4,3,3,3,3,3,4,4,3,3,3,4,4,3,4,3,3,3,4,3,4,2,4,1,4,2,4,1,1,0,1,1,0,0,0,0,1,1,1,4,2,3,3,4,4,4,2,3,2,3,3,3,3,3,3,3,4,4,5,4,3,3,3,2,2,2,3,3,3,3,4,3,4,4,2,4,2,3,3,3,24,20,36,28,17,32,37,5,54
205,2,28,4,2,2,1,2,3,4,2,3,3,3,3,3,4,3,3,2,2,3,4,4,3,1,3,2,2,2,2,2,2,3,4,3,2,3,2,3,4,6,5,6,6,6,3,4,5,3,4,3,3,3,4,4,3,4,3,3,4,3,3,3,3,3,1,1,0,0,1,0,1,1,1,0,4,2,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,1,2,3,3,3,2,3,3,2,1,2,2,2,2,4,2,3,3,3,16,17,26,28,29,34,25,6,52
545,2,28,4,1,3,5,2,5,3,4,3,4,4,1,3,4,3,4,1,2,4,3,2,5,1,5,5,1,3,1,1,3,3,1,4,1,4,4,1,1,6,6,7,7,7,2,3,2,4,3,3,3,3,3,2,4,4,1,4,1,3,4,3,2,3,1,1,1,1,1,0,0,0,0,0,4,2,5,4,4,2,1,3,4,5,3,3,3,3,4,3,3,5,3,3,2,4,1,2,4,3,2,3,3,3,4,4,1,3,2,2,4,5,3,2,3,21,21,40,13,33,26,32,5,63
493,2,28,4,1,6,2,2,3,3,5,1,5,2,2,4,3,2,4,1,2,4,2,1,4,1,5,3,1,3,1,2,4,5,1,3,1,4,3,1,1,2,2,2,5,3,3,3,2,4,3,3,4,3,3,2,4,4,1,3,1,3,2,3,2,1,1,1,1,1,1,0,1,1,1,0,1,2,5,5,4,3,3,5,5,3,5,4,4,4,1,1,4,4,3,5,4,3,2,3,4,3,2,3,2,3,4,4,3,3,4,5,4,3,1,5,5,25,23,38,12,14,26,35,8,73
488,1,41,4,1,3,7,2,3,1,5,4,4,2,1,4,1,2,4,1,1,5,1,2,4,1,4,5,1,3,1,3,4,5,2,5,1,5,4,2,1,1,5,4,7,4,3,2,2,4,4,2,4,4,3,2,4,3,1,4,2,4,1,4,1,1,0,1,1,0,1,1,0,0,0,0,2,5,3,4,5,4,3,3,4,4,3,3,3,4,1,3,4,4,5,2,4,4,4,3,4,4,2,2,2,2,4,3,4,4,4,4,1,3,3,5,3,23,27,44,15,21,22,38,4,64
483,1,40,4,1,5,3,2,2,4,3,2,5,3,3,2,2,2,2,3,3,5,3,1,4,2,3,5,3,3,3,3,2,4,1,4,2,4,4,3,3,2,2,2,2,2,3,2,2,3,3,2,3,3,2,1,4,4,1,4,1,3,1,4,3,2,1,1,1,0,1,1,0,0,1,1,2,2,5,5,3,2,2,4,5,5,4,2,2,3,2,2,4,3,2,4,3,2,3,3,2,2,3,3,3,3,4,4,4,2,3,4,4,4,2,4,4,19,16,38,24,10,24,36,7,65
